legislator,rollcall,vote,yea,.rollcall_id,party,.legis_id
COLLINS (R ME),1-100,1,TRUE,89,Republican,38
SNOWE (R ME),1-100,1,TRUE,89,Republican,39
MIKULSKI (D MD),1-100,6,FALSE,89,Democratic,40
SARBANES (D MD),1-100,6,FALSE,89,Democratic,41
KENNEDY (D MA),1-100,6,FALSE,89,Democratic,42
KERRY (D MA),1-100,6,FALSE,89,Democratic,43
STABENOW (D MI),1-100,6,FALSE,89,Democratic,44
LEVIN (D MI),1-100,6,FALSE,89,Democratic,45
DAYTON (D MN),1-100,6,FALSE,89,Democratic,46
COLEMAN (R MN),1-100,1,TRUE,89,Republican,47
COCHRAN (R MS),1-100,1,TRUE,89,Republican,48
LOTT (R MS),1-100,1,TRUE,89,Republican,49
TALENT (R MO),1-100,1,TRUE,89,Republican,50
BOND (R MO),1-100,1,TRUE,89,Republican,51
BAUCUS (D MT),1-100,6,FALSE,89,Democratic,52
BURNS (R MT),1-100,1,TRUE,89,Republican,53
HAGEL (R NE),1-100,1,TRUE,89,Republican,54
NELSON (D NE),1-100,6,FALSE,89,Democratic,55
ENSIGN (R NV),1-100,1,TRUE,89,Republican,56
REID (D NV),1-100,6,FALSE,89,Democratic,57
GREGG (R NH),1-100,1,TRUE,89,Republican,58
SUNUNU (R NH),1-100,1,TRUE,89,Republican,59
CORZINE (D NJ),1-100,6,FALSE,89,Democratic,60
LAUTENBERG (D NJ),1-100,6,FALSE,89,Democratic,62
BINGAMAN (D NM),1-100,6,FALSE,89,Democratic,63
DOMENICI (R NM),1-100,1,TRUE,89,Republican,64
CLINTON (D NY),1-100,6,FALSE,89,Democratic,65
SCHUMER (D NY),1-100,6,FALSE,89,Democratic,66
BURR (R NC),1-100,1,TRUE,89,Republican,67
DOLE (R NC),1-100,1,TRUE,89,Republican,68
CONRAD (D ND),1-100,6,FALSE,89,Democratic,69
DORGAN (D ND),1-100,6,FALSE,89,Democratic,70
DEWINE (R OH),1-100,1,TRUE,89,Republican,71
VOINOVICH (R OH),1-100,1,TRUE,89,Republican,72
INHOFE (R OK),1-100,1,TRUE,89,Republican,73
COBURN (R OK),1-100,1,TRUE,89,Republican,74
SMITH (R OR),1-100,1,TRUE,89,Republican,75
WYDEN (D OR),1-100,6,FALSE,89,Democratic,76
SANTORUM (R PA),1-100,1,TRUE,89,Republican,77
SPECTER (R PA),1-100,1,TRUE,89,Republican,78
CHAFEE (R RI),1-100,1,TRUE,89,Republican,79
REED (D RI),1-100,6,FALSE,89,Democratic,80
DEMINT (R SC),1-100,1,TRUE,89,Republican,81
GRAHAM (R SC),1-100,1,TRUE,89,Republican,82
THUNE (R SD),1-100,1,TRUE,89,Republican,83
JOHNSON (D SD),1-100,6,FALSE,89,Democratic,84
FRIST (R TN),1-100,1,TRUE,89,Republican,85
ALEXANDER (R TN),1-100,1,TRUE,89,Republican,86
CORNYN (R TX),1-100,1,TRUE,89,Republican,87
HUTCHISON (R TX),1-100,1,TRUE,89,Republican,88
BENNETT (R UT),1-100,1,TRUE,89,Republican,89
HATCH (R UT),1-100,1,TRUE,89,Republican,90
JEFFORDS (Indep VT),1-100,6,FALSE,89,Independent,91
LEAHY (D VT),1-100,6,FALSE,89,Democratic,92
ALLEN (R VA),1-100,1,TRUE,89,Republican,93
WARNER (R VA),1-100,1,TRUE,89,Republican,94
CANTWELL (D WA),1-100,6,FALSE,89,Democratic,95
MURRAY (D WA),1-100,6,FALSE,89,Democratic,96
BYRD (D WV),1-100,6,FALSE,89,Democratic,97
ROCKEFELLER (D WV),1-100,6,FALSE,89,Democratic,98
FEINGOLD (D WI),1-100,6,FALSE,89,Democratic,99
KOHL (D WI),1-100,1,TRUE,89,Democratic,100
ENZI (R WY),1-100,1,TRUE,89,Republican,101
THOMAS (R WY),1-100,1,TRUE,89,Republican,102
SESSIONS (R AL),1-101,6,FALSE,90,Republican,2
SHELBY (R AL),1-101,6,FALSE,90,Republican,3
MURKOWSKI (R AK),1-101,1,TRUE,90,Republican,4
STEVENS (R AK),1-101,1,TRUE,90,Republican,5
KYL (R AZ),1-101,1,TRUE,90,Republican,6
MCCAIN (R AZ),1-101,1,TRUE,90,Republican,7
PRYOR (D AR),1-101,1,TRUE,90,Democratic,8
LINCOLN (D AR),1-101,1,TRUE,90,Democratic,9
BOXER (D CA),1-101,1,TRUE,90,Democratic,10
FEINSTEIN (D CA),1-101,1,TRUE,90,Democratic,11
ALLARD (R CO),1-101,1,TRUE,90,Republican,12
SALAZAR (D CO),1-101,1,TRUE,90,Democratic,13
DODD (D CT),1-101,1,TRUE,90,Democratic,14
LIEBERMAN (D CT),1-101,1,TRUE,90,Democratic,15
BIDEN (D DE),1-101,1,TRUE,90,Democratic,16
CARPER (D DE),1-101,1,TRUE,90,Democratic,17
MARTINEZ (R FL),1-101,1,TRUE,90,Republican,18
NELSON (D FL),1-101,1,TRUE,90,Democratic,19
CHAMBLISS (R GA),1-101,1,TRUE,90,Republican,20
ISAKSON (R GA),1-101,1,TRUE,90,Republican,21
AKAKA (D HI),1-101,1,TRUE,90,Democratic,22
INOUYE (D HI),1-101,1,TRUE,90,Democratic,23
CRAIG (R ID),1-101,1,TRUE,90,Republican,24
CRAPO (R ID),1-101,1,TRUE,90,Republican,25
DURBIN (D IL),1-101,1,TRUE,90,Democratic,26
OBAMA (D IL),1-101,1,TRUE,90,Democratic,27
BAYH (D IN),1-101,1,TRUE,90,Democratic,28
LUGAR (R IN),1-101,1,TRUE,90,Republican,29
GRASSLEY (R IA),1-101,6,FALSE,90,Republican,30
HARKIN (D IA),1-101,1,TRUE,90,Democratic,31
BROWNBACK (R KS),1-101,6,FALSE,90,Republican,32
ROBERTS (R KS),1-101,6,FALSE,90,Republican,33
BUNNING (R KY),1-101,6,FALSE,90,Republican,34
MCCONNELL (R KY),1-101,6,FALSE,90,Republican,35
VITTER (R LA),1-101,6,FALSE,90,Republican,36
LANDRIEU (D LA),1-101,1,TRUE,90,Democratic,37
COLLINS (R ME),1-101,1,TRUE,90,Republican,38
SNOWE (R ME),1-101,1,TRUE,90,Republican,39
MIKULSKI (D MD),1-101,1,TRUE,90,Democratic,40
SARBANES (D MD),1-101,1,TRUE,90,Democratic,41
KENNEDY (D MA),1-101,1,TRUE,90,Democratic,42
KERRY (D MA),1-101,1,TRUE,90,Democratic,43
STABENOW (D MI),1-101,1,TRUE,90,Democratic,44
LEVIN (D MI),1-101,1,TRUE,90,Democratic,45
DAYTON (D MN),1-101,1,TRUE,90,Democratic,46
COLEMAN (R MN),1-101,1,TRUE,90,Republican,47
COCHRAN (R MS),1-101,6,FALSE,90,Republican,48
LOTT (R MS),1-101,6,FALSE,90,Republican,49
TALENT (R MO),1-101,1,TRUE,90,Republican,50
BOND (R MO),1-101,1,TRUE,90,Republican,51
BAUCUS (D MT),1-101,1,TRUE,90,Democratic,52
BURNS (R MT),1-101,1,TRUE,90,Republican,53
HAGEL (R NE),1-101,1,TRUE,90,Republican,54
NELSON (D NE),1-101,1,TRUE,90,Democratic,55
ENSIGN (R NV),1-101,6,FALSE,90,Republican,56
REID (D NV),1-101,1,TRUE,90,Democratic,57
GREGG (R NH),1-101,1,TRUE,90,Republican,58
SUNUNU (R NH),1-101,1,TRUE,90,Republican,59
CORZINE (D NJ),1-101,1,TRUE,90,Democratic,60
LAUTENBERG (D NJ),1-101,1,TRUE,90,Democratic,62
BINGAMAN (D NM),1-101,1,TRUE,90,Democratic,63
DOMENICI (R NM),1-101,1,TRUE,90,Republican,64
CLINTON (D NY),1-101,1,TRUE,90,Democratic,65
SCHUMER (D NY),1-101,1,TRUE,90,Democratic,66
BURR (R NC),1-101,1,TRUE,90,Republican,67
DOLE (R NC),1-101,1,TRUE,90,Republican,68
CONRAD (D ND),1-101,1,TRUE,90,Democratic,69
DORGAN (D ND),1-101,1,TRUE,90,Democratic,70
DEWINE (R OH),1-101,1,TRUE,90,Republican,71
VOINOVICH (R OH),1-101,1,TRUE,90,Republican,72
INHOFE (R OK),1-101,6,FALSE,90,Republican,73
COBURN (R OK),1-101,1,TRUE,90,Republican,74
SMITH (R OR),1-101,1,TRUE,90,Republican,75
WYDEN (D OR),1-101,1,TRUE,90,Democratic,76
SANTORUM (R PA),1-101,1,TRUE,90,Republican,77
SPECTER (R PA),1-101,1,TRUE,90,Republican,78
CHAFEE (R RI),1-101,1,TRUE,90,Republican,79
REED (D RI),1-101,1,TRUE,90,Democratic,80
DEMINT (R SC),1-101,1,TRUE,90,Republican,81
GRAHAM (R SC),1-101,1,TRUE,90,Republican,82
THUNE (R SD),1-101,1,TRUE,90,Republican,83
JOHNSON (D SD),1-101,1,TRUE,90,Democratic,84
FRIST (R TN),1-101,6,FALSE,90,Republican,85
ALEXANDER (R TN),1-101,6,FALSE,90,Republican,86
CORNYN (R TX),1-101,6,FALSE,90,Republican,87
HUTCHISON (R TX),1-101,6,FALSE,90,Republican,88
BENNETT (R UT),1-101,1,TRUE,90,Republican,89
HATCH (R UT),1-101,1,TRUE,90,Republican,90
JEFFORDS (Indep VT),1-101,1,TRUE,90,Independent,91
LEAHY (D VT),1-101,1,TRUE,90,Democratic,92
ALLEN (R VA),1-101,1,TRUE,90,Republican,93
WARNER (R VA),1-101,1,TRUE,90,Republican,94
CANTWELL (D WA),1-101,1,TRUE,90,Democratic,95
MURRAY (D WA),1-101,1,TRUE,90,Democratic,96
BYRD (D WV),1-101,6,FALSE,90,Democratic,97
ROCKEFELLER (D WV),1-101,1,TRUE,90,Democratic,98
FEINGOLD (D WI),1-101,1,TRUE,90,Democratic,99
KOHL (D WI),1-101,1,TRUE,90,Democratic,100
ENZI (R WY),1-101,1,TRUE,90,Republican,101
THOMAS (R WY),1-101,1,TRUE,90,Republican,102
SESSIONS (R AL),1-102,6,FALSE,91,Republican,2
SHELBY (R AL),1-102,6,FALSE,91,Republican,3
MURKOWSKI (R AK),1-102,1,TRUE,91,Republican,4
STEVENS (R AK),1-102,1,TRUE,91,Republican,5
KYL (R AZ),1-102,1,TRUE,91,Republican,6
MCCAIN (R AZ),1-102,1,TRUE,91,Republican,7
PRYOR (D AR),1-102,1,TRUE,91,Democratic,8
LINCOLN (D AR),1-102,1,TRUE,91,Democratic,9
BOXER (D CA),1-102,1,TRUE,91,Democratic,10
FEINSTEIN (D CA),1-102,1,TRUE,91,Democratic,11
ALLARD (R CO),1-102,1,TRUE,91,Republican,12
SALAZAR (D CO),1-102,1,TRUE,91,Democratic,13
DODD (D CT),1-102,1,TRUE,91,Democratic,14
LIEBERMAN (D CT),1-102,1,TRUE,91,Democratic,15
BIDEN (D DE),1-102,1,TRUE,91,Democratic,16
CARPER (D DE),1-102,1,TRUE,91,Democratic,17
MARTINEZ (R FL),1-102,1,TRUE,91,Republican,18
NELSON (D FL),1-102,6,FALSE,91,Democratic,19
CHAMBLISS (R GA),1-102,1,TRUE,91,Republican,20
ISAKSON (R GA),1-102,1,TRUE,91,Republican,21
AKAKA (D HI),1-102,1,TRUE,91,Democratic,22
INOUYE (D HI),1-102,1,TRUE,91,Democratic,23
CRAIG (R ID),1-102,1,TRUE,91,Republican,24
CRAPO (R ID),1-102,1,TRUE,91,Republican,25
DURBIN (D IL),1-102,1,TRUE,91,Democratic,26
OBAMA (D IL),1-102,1,TRUE,91,Democratic,27
BAYH (D IN),1-102,1,TRUE,91,Democratic,28
LUGAR (R IN),1-102,1,TRUE,91,Republican,29
GRASSLEY (R IA),1-102,1,TRUE,91,Republican,30
HARKIN (D IA),1-102,1,TRUE,91,Democratic,31
BROWNBACK (R KS),1-102,1,TRUE,91,Republican,32
ROBERTS (R KS),1-102,1,TRUE,91,Republican,33
BUNNING (R KY),1-102,1,TRUE,91,Republican,34
MCCONNELL (R KY),1-102,1,TRUE,91,Republican,35
VITTER (R LA),1-102,6,FALSE,91,Republican,36
LANDRIEU (D LA),1-102,1,TRUE,91,Democratic,37
COLLINS (R ME),1-102,1,TRUE,91,Republican,38
SNOWE (R ME),1-102,1,TRUE,91,Republican,39
MIKULSKI (D MD),1-102,1,TRUE,91,Democratic,40
SARBANES (D MD),1-102,1,TRUE,91,Democratic,41
KENNEDY (D MA),1-102,1,TRUE,91,Democratic,42
KERRY (D MA),1-102,1,TRUE,91,Democratic,43
STABENOW (D MI),1-102,1,TRUE,91,Democratic,44
LEVIN (D MI),1-102,1,TRUE,91,Democratic,45
DAYTON (D MN),1-102,1,TRUE,91,Democratic,46
COLEMAN (R MN),1-102,1,TRUE,91,Republican,47
COCHRAN (R MS),1-102,1,TRUE,91,Republican,48
LOTT (R MS),1-102,1,TRUE,91,Republican,49
TALENT (R MO),1-102,1,TRUE,91,Republican,50
BOND (R MO),1-102,1,TRUE,91,Republican,51
BAUCUS (D MT),1-102,1,TRUE,91,Democratic,52
BURNS (R MT),1-102,1,TRUE,91,Republican,53
HAGEL (R NE),1-102,1,TRUE,91,Republican,54
NELSON (D NE),1-102,1,TRUE,91,Democratic,55
ENSIGN (R NV),1-102,1,TRUE,91,Republican,56
REID (D NV),1-102,1,TRUE,91,Democratic,57
GREGG (R NH),1-102,1,TRUE,91,Republican,58
SUNUNU (R NH),1-102,1,TRUE,91,Republican,59
CORZINE (D NJ),1-102,1,TRUE,91,Democratic,60
LAUTENBERG (D NJ),1-102,1,TRUE,91,Democratic,62
BINGAMAN (D NM),1-102,1,TRUE,91,Democratic,63
DOMENICI (R NM),1-102,1,TRUE,91,Republican,64
CLINTON (D NY),1-102,1,TRUE,91,Democratic,65
SCHUMER (D NY),1-102,1,TRUE,91,Democratic,66
BURR (R NC),1-102,1,TRUE,91,Republican,67
DOLE (R NC),1-102,1,TRUE,91,Republican,68
CONRAD (D ND),1-102,1,TRUE,91,Democratic,69
DORGAN (D ND),1-102,1,TRUE,91,Democratic,70
DEWINE (R OH),1-102,1,TRUE,91,Republican,71
VOINOVICH (R OH),1-102,1,TRUE,91,Republican,72
INHOFE (R OK),1-102,6,FALSE,91,Republican,73
COBURN (R OK),1-102,1,TRUE,91,Republican,74
SMITH (R OR),1-102,1,TRUE,91,Republican,75
WYDEN (D OR),1-102,1,TRUE,91,Democratic,76
SANTORUM (R PA),1-102,1,TRUE,91,Republican,77
SPECTER (R PA),1-102,1,TRUE,91,Republican,78
CHAFEE (R RI),1-102,1,TRUE,91,Republican,79
REED (D RI),1-102,1,TRUE,91,Democratic,80
DEMINT (R SC),1-102,1,TRUE,91,Republican,81
GRAHAM (R SC),1-102,1,TRUE,91,Republican,82
THUNE (R SD),1-102,1,TRUE,91,Republican,83
JOHNSON (D SD),1-102,1,TRUE,91,Democratic,84
FRIST (R TN),1-102,1,TRUE,91,Republican,85
ALEXANDER (R TN),1-102,1,TRUE,91,Republican,86
CORNYN (R TX),1-102,1,TRUE,91,Republican,87
HUTCHISON (R TX),1-102,1,TRUE,91,Republican,88
BENNETT (R UT),1-102,1,TRUE,91,Republican,89
HATCH (R UT),1-102,1,TRUE,91,Republican,90
JEFFORDS (Indep VT),1-102,1,TRUE,91,Independent,91
LEAHY (D VT),1-102,1,TRUE,91,Democratic,92
ALLEN (R VA),1-102,1,TRUE,91,Republican,93
WARNER (R VA),1-102,1,TRUE,91,Republican,94
CANTWELL (D WA),1-102,1,TRUE,91,Democratic,95
MURRAY (D WA),1-102,1,TRUE,91,Democratic,96
BYRD (D WV),1-102,6,FALSE,91,Democratic,97
ROCKEFELLER (D WV),1-102,1,TRUE,91,Democratic,98
FEINGOLD (D WI),1-102,1,TRUE,91,Democratic,99
KOHL (D WI),1-102,1,TRUE,91,Democratic,100
ENZI (R WY),1-102,1,TRUE,91,Republican,101
THOMAS (R WY),1-102,1,TRUE,91,Republican,102
BUSH (R USA),1-104,1,TRUE,92,Republican,1
SESSIONS (R AL),1-104,6,FALSE,92,Republican,2
SHELBY (R AL),1-104,1,TRUE,92,Republican,3
MURKOWSKI (R AK),1-104,1,TRUE,92,Republican,4
STEVENS (R AK),1-104,1,TRUE,92,Republican,5
KYL (R AZ),1-104,6,FALSE,92,Republican,6
MCCAIN (R AZ),1-104,1,TRUE,92,Republican,7
PRYOR (D AR),1-104,6,FALSE,92,Democratic,8
LINCOLN (D AR),1-104,6,FALSE,92,Democratic,9
BOXER (D CA),1-104,6,FALSE,92,Democratic,10
FEINSTEIN (D CA),1-104,1,TRUE,92,Democratic,11
ALLARD (R CO),1-104,1,TRUE,92,Republican,12
SALAZAR (D CO),1-104,1,TRUE,92,Democratic,13
DODD (D CT),1-104,6,FALSE,92,Democratic,14
LIEBERMAN (D CT),1-104,1,TRUE,92,Democratic,15
BIDEN (D DE),1-104,1,TRUE,92,Democratic,16
CARPER (D DE),1-104,6,FALSE,92,Democratic,17
MARTINEZ (R FL),1-104,1,TRUE,92,Republican,18
NELSON (D FL),1-104,1,TRUE,92,Democratic,19
CHAMBLISS (R GA),1-104,6,FALSE,92,Republican,20
ISAKSON (R GA),1-104,6,FALSE,92,Republican,21
AKAKA (D HI),1-104,1,TRUE,92,Democratic,22
INOUYE (D HI),1-104,1,TRUE,92,Democratic,23
CRAIG (R ID),1-104,6,FALSE,92,Republican,24
CRAPO (R ID),1-104,6,FALSE,92,Republican,25
DURBIN (D IL),1-104,1,TRUE,92,Democratic,26
OBAMA (D IL),1-104,6,FALSE,92,Democratic,27
BAYH (D IN),1-104,6,FALSE,92,Democratic,28
LUGAR (R IN),1-104,1,TRUE,92,Republican,29
GRASSLEY (R IA),1-104,6,FALSE,92,Republican,30
HARKIN (D IA),1-104,6,FALSE,92,Democratic,31
BROWNBACK (R KS),1-104,6,FALSE,92,Republican,32
ROBERTS (R KS),1-104,1,TRUE,92,Republican,33
BUNNING (R KY),1-104,6,FALSE,92,Republican,34
MCCONNELL (R KY),1-104,1,TRUE,92,Republican,35
VITTER (R LA),1-104,6,FALSE,92,Republican,36
LANDRIEU (D LA),1-104,1,TRUE,92,Democratic,37
COLLINS (R ME),1-104,6,FALSE,92,Republican,38
SNOWE (R ME),1-104,1,TRUE,92,Republican,39
MIKULSKI (D MD),1-104,1,TRUE,92,Democratic,40
SARBANES (D MD),1-104,6,FALSE,92,Democratic,41
KENNEDY (D MA),1-104,6,FALSE,92,Democratic,42
KERRY (D MA),1-104,1,TRUE,92,Democratic,43
STABENOW (D MI),1-104,1,TRUE,92,Democratic,44
LEVIN (D MI),1-104,1,TRUE,92,Democratic,45
DAYTON (D MN),1-104,1,TRUE,92,Democratic,46
COLEMAN (R MN),1-104,1,TRUE,92,Republican,47
COCHRAN (R MS),1-104,1,TRUE,92,Republican,48
LOTT (R MS),1-104,6,FALSE,92,Republican,49
TALENT (R MO),1-104,1,TRUE,92,Republican,50
BOND (R MO),1-104,1,TRUE,92,Republican,51
BAUCUS (D MT),1-104,1,TRUE,92,Democratic,52
BURNS (R MT),1-104,1,TRUE,92,Republican,53
HAGEL (R NE),1-104,1,TRUE,92,Republican,54
NELSON (D NE),1-104,6,FALSE,92,Democratic,55
ENSIGN (R NV),1-104,6,FALSE,92,Republican,56
REID (D NV),1-104,1,TRUE,92,Democratic,57
GREGG (R NH),1-104,6,FALSE,92,Republican,58
SUNUNU (R NH),1-104,6,FALSE,92,Republican,59
CORZINE (D NJ),1-104,1,TRUE,92,Democratic,60
LAUTENBERG (D NJ),1-104,1,TRUE,92,Democratic,62
BINGAMAN (D NM),1-104,1,TRUE,92,Democratic,63
DOMENICI (R NM),1-104,1,TRUE,92,Republican,64
CLINTON (D NY),1-104,6,FALSE,92,Democratic,65
SCHUMER (D NY),1-104,6,FALSE,92,Democratic,66
BURR (R NC),1-104,6,FALSE,92,Republican,67
DOLE (R NC),1-104,1,TRUE,92,Republican,68
CONRAD (D ND),1-104,6,FALSE,92,Democratic,69
DORGAN (D ND),1-104,6,FALSE,92,Democratic,70
DEWINE (R OH),1-104,1,TRUE,92,Republican,71
VOINOVICH (R OH),1-104,1,TRUE,92,Republican,72
INHOFE (R OK),1-104,6,FALSE,92,Republican,73
COBURN (R OK),1-104,6,FALSE,92,Republican,74
SMITH (R OR),1-104,1,TRUE,92,Republican,75
WYDEN (D OR),1-104,6,FALSE,92,Democratic,76
SANTORUM (R PA),1-104,1,TRUE,92,Republican,77
SPECTER (R PA),1-104,1,TRUE,92,Republican,78
CHAFEE (R RI),1-104,6,FALSE,92,Republican,79
REED (D RI),1-104,1,TRUE,92,Democratic,80
DEMINT (R SC),1-104,6,FALSE,92,Republican,81
GRAHAM (R SC),1-104,6,FALSE,92,Republican,82
THUNE (R SD),1-104,6,FALSE,92,Republican,83
JOHNSON (D SD),1-104,1,TRUE,92,Democratic,84
FRIST (R TN),1-104,1,TRUE,92,Republican,85
ALEXANDER (R TN),1-104,1,TRUE,92,Republican,86
CORNYN (R TX),1-104,6,FALSE,92,Republican,87
HUTCHISON (R TX),1-104,1,TRUE,92,Republican,88
BENNETT (R UT),1-104,1,TRUE,92,Republican,89
HATCH (R UT),1-104,6,FALSE,92,Republican,90
LEAHY (D VT),1-104,1,TRUE,92,Democratic,92
ALLEN (R VA),1-104,1,TRUE,92,Republican,93
WARNER (R VA),1-104,1,TRUE,92,Republican,94
CANTWELL (D WA),1-104,1,TRUE,92,Democratic,95
MURRAY (D WA),1-104,1,TRUE,92,Democratic,96
BYRD (D WV),1-104,6,FALSE,92,Democratic,97
ROCKEFELLER (D WV),1-104,1,TRUE,92,Democratic,98
FEINGOLD (D WI),1-104,6,FALSE,92,Democratic,99
KOHL (D WI),1-104,6,FALSE,92,Democratic,100
ENZI (R WY),1-104,6,FALSE,92,Republican,101
THOMAS (R WY),1-104,6,FALSE,92,Republican,102
SESSIONS (R AL),1-105,1,TRUE,93,Republican,2
SHELBY (R AL),1-105,6,FALSE,93,Republican,3
MURKOWSKI (R AK),1-105,6,FALSE,93,Republican,4
STEVENS (R AK),1-105,6,FALSE,93,Republican,5
KYL (R AZ),1-105,1,TRUE,93,Republican,6
MCCAIN (R AZ),1-105,6,FALSE,93,Republican,7
PRYOR (D AR),1-105,1,TRUE,93,Democratic,8
LINCOLN (D AR),1-105,1,TRUE,93,Democratic,9
BOXER (D CA),1-105,1,TRUE,93,Democratic,10
FEINSTEIN (D CA),1-105,1,TRUE,93,Democratic,11
ALLARD (R CO),1-105,6,FALSE,93,Republican,12
SALAZAR (D CO),1-105,1,TRUE,93,Democratic,13
DODD (D CT),1-105,1,TRUE,93,Democratic,14
LIEBERMAN (D CT),1-105,1,TRUE,93,Democratic,15
BIDEN (D DE),1-105,1,TRUE,93,Democratic,16
CARPER (D DE),1-105,1,TRUE,93,Democratic,17
MARTINEZ (R FL),1-105,6,FALSE,93,Republican,18
NELSON (D FL),1-105,1,TRUE,93,Democratic,19
CHAMBLISS (R GA),1-105,1,TRUE,93,Republican,20
ISAKSON (R GA),1-105,1,TRUE,93,Republican,21
AKAKA (D HI),1-105,1,TRUE,93,Democratic,22
INOUYE (D HI),1-105,1,TRUE,93,Democratic,23
CRAIG (R ID),1-105,1,TRUE,93,Republican,24
CRAPO (R ID),1-105,1,TRUE,93,Republican,25
DURBIN (D IL),1-105,1,TRUE,93,Democratic,26
OBAMA (D IL),1-105,1,TRUE,93,Democratic,27
BAYH (D IN),1-105,1,TRUE,93,Democratic,28
LUGAR (R IN),1-105,6,FALSE,93,Republican,29
GRASSLEY (R IA),1-105,1,TRUE,93,Republican,30
HARKIN (D IA),1-105,1,TRUE,93,Democratic,31
BROWNBACK (R KS),1-105,6,FALSE,93,Republican,32
ROBERTS (R KS),1-105,1,TRUE,93,Republican,33
BUNNING (R KY),1-105,1,TRUE,93,Republican,34
MCCONNELL (R KY),1-105,6,FALSE,93,Republican,35
VITTER (R LA),1-105,1,TRUE,93,Republican,36
LANDRIEU (D LA),1-105,1,TRUE,93,Democratic,37
COLLINS (R ME),1-105,6,FALSE,93,Republican,38
SNOWE (R ME),1-105,1,TRUE,93,Republican,39
MIKULSKI (D MD),1-105,1,TRUE,93,Democratic,40
SARBANES (D MD),1-105,1,TRUE,93,Democratic,41
KENNEDY (D MA),1-105,1,TRUE,93,Democratic,42
KERRY (D MA),1-105,1,TRUE,93,Democratic,43
STABENOW (D MI),1-105,1,TRUE,93,Democratic,44
LEVIN (D MI),1-105,1,TRUE,93,Democratic,45
DAYTON (D MN),1-105,1,TRUE,93,Democratic,46
COLEMAN (R MN),1-105,6,FALSE,93,Republican,47
COCHRAN (R MS),1-105,6,FALSE,93,Republican,48
LOTT (R MS),1-105,6,FALSE,93,Republican,49
TALENT (R MO),1-105,1,TRUE,93,Republican,50
BOND (R MO),1-105,6,FALSE,93,Republican,51
BAUCUS (D MT),1-105,1,TRUE,93,Democratic,52
BURNS (R MT),1-105,6,FALSE,93,Republican,53
HAGEL (R NE),1-105,6,FALSE,93,Republican,54
NELSON (D NE),1-105,1,TRUE,93,Democratic,55
ENSIGN (R NV),1-105,6,FALSE,93,Republican,56
REID (D NV),1-105,1,TRUE,93,Democratic,57
GREGG (R NH),1-105,1,TRUE,93,Republican,58
SUNUNU (R NH),1-105,1,TRUE,93,Republican,59
CORZINE (D NJ),1-105,1,TRUE,93,Democratic,60
LAUTENBERG (D NJ),1-105,1,TRUE,93,Democratic,62
BINGAMAN (D NM),1-105,1,TRUE,93,Democratic,63
DOMENICI (R NM),1-105,1,TRUE,93,Republican,64
CLINTON (D NY),1-105,1,TRUE,93,Democratic,65
SCHUMER (D NY),1-105,1,TRUE,93,Democratic,66
BURR (R NC),1-105,6,FALSE,93,Republican,67
DOLE (R NC),1-105,6,FALSE,93,Republican,68
CONRAD (D ND),1-105,1,TRUE,93,Democratic,69
DORGAN (D ND),1-105,1,TRUE,93,Democratic,70
DEWINE (R OH),1-105,6,FALSE,93,Republican,71
VOINOVICH (R OH),1-105,6,FALSE,93,Republican,72
INHOFE (R OK),1-105,1,TRUE,93,Republican,73
COBURN (R OK),1-105,1,TRUE,93,Republican,74
SMITH (R OR),1-105,6,FALSE,93,Republican,75
WYDEN (D OR),1-105,1,TRUE,93,Democratic,76
SANTORUM (R PA),1-105,1,TRUE,93,Republican,77
SPECTER (R PA),1-105,6,FALSE,93,Republican,78
CHAFEE (R RI),1-105,6,FALSE,93,Republican,79
REED (D RI),1-105,1,TRUE,93,Democratic,80
DEMINT (R SC),1-105,6,FALSE,93,Republican,81
GRAHAM (R SC),1-105,6,FALSE,93,Republican,82
THUNE (R SD),1-105,1,TRUE,93,Republican,83
JOHNSON (D SD),1-105,1,TRUE,93,Democratic,84
FRIST (R TN),1-105,6,FALSE,93,Republican,85
ALEXANDER (R TN),1-105,6,FALSE,93,Republican,86
CORNYN (R TX),1-105,1,TRUE,93,Republican,87
HUTCHISON (R TX),1-105,1,TRUE,93,Republican,88
BENNETT (R UT),1-105,6,FALSE,93,Republican,89
HATCH (R UT),1-105,6,FALSE,93,Republican,90
LEAHY (D VT),1-105,1,TRUE,93,Democratic,92
ALLEN (R VA),1-105,6,FALSE,93,Republican,93
WARNER (R VA),1-105,6,FALSE,93,Republican,94
CANTWELL (D WA),1-105,1,TRUE,93,Democratic,95
MURRAY (D WA),1-105,1,TRUE,93,Democratic,96
BYRD (D WV),1-105,1,TRUE,93,Democratic,97
ROCKEFELLER (D WV),1-105,1,TRUE,93,Democratic,98
FEINGOLD (D WI),1-105,1,TRUE,93,Democratic,99
KOHL (D WI),1-105,1,TRUE,93,Democratic,100
ENZI (R WY),1-105,6,FALSE,93,Republican,101
THOMAS (R WY),1-105,6,FALSE,93,Republican,102
SESSIONS (R AL),1-106,6,FALSE,94,Republican,2
SHELBY (R AL),1-106,6,FALSE,94,Republican,3
MURKOWSKI (R AK),1-106,6,FALSE,94,Republican,4
STEVENS (R AK),1-106,6,FALSE,94,Republican,5
KYL (R AZ),1-106,6,FALSE,94,Republican,6
MCCAIN (R AZ),1-106,6,FALSE,94,Republican,7
